temperature,wind_speed,solar_radiation,price,load,wind_generation,solar_generation
6.087792968750023,5.242473125457764,0.0,-2.8325,40004.6875,26715.25,0.0
5.95990905761721,6.2726523876190186,0.000151118867927125,-12.45,38737.3125,31870.75,21.0
5.91559753417971,6.796104073524475,45.288167588975696,-2.6725,45971.9375,34661.5625,1520.125
5.798516845703148,7.728386640548706,70.77100477430555,0.48,49256.125,37095.25,887.125
4.739595031738304,8.182390213012695,0.356175537109375,-0.7049999999999998,53392.625,38385.1875,0.0
3.8981796264648665,7.959367990493774,0.0,-23.075,47028.5,36520.3125,0.0
3.1085601806640852,7.734951853752136,0.0,-47.0325,42527.3125,33486.5,0.0
2.4719482421875227,7.331708908081055,0.00027511383096375,13.8925,54815.1875,34719.4375,27.0
2.394410705566429,6.5395811796188354,92.2258285861545,45.805,64916.875,32571.5,4572.0
2.532197570800804,6.426338195800781,133.36801106770835,51.0675,64659.3125,28544.0,2902.9375
1.0016342163086165,5.220389723777771,0.8624004448784722,59.7825,66488.875,21797.8125,0.0
-0.24425354003903973,4.260035276412964,0.0,51.11,55538.0625,16264.6875,0.0
-1.0343688964843523,4.037376642227173,0.0,44.682500000000005,49964.0625,15208.25,0.0
-1.3333343505859148,4.107374906539917,0.000340986152489975,53.1625,59470.5,16669.1875,44.75
-0.18845214843747732,4.076114356517792,88.43866658528646,61.182500000000005,67198.875,12502.8125,3589.1875
1.2078720092773665,4.0818740129470825,111.85287217881944,66.52,66131.6875,8509.5,1866.6875
0.2488876342773665,3.4803357124328613,0.707918226453993,68.66749999999999,67505.875,10331.4375,0.0
-0.35680999755857096,3.0197936296463013,0.0,54.037499999999994,56542.1875,8474.0625,0.0
-0.4338592529296647,3.2601596117019653,0.0,47.03,50122.4375,12124.25,0.0
-0.02843322753903975,4.0400044322013855,0.000387484265698325,51.9,60626.9375,18966.375,22.1875
1.0552307128906477,4.768786787986755,48.393106146918406,54.0175,69472.6875,24182.5,1583.9375
2.2664047241211165,5.206656455993652,60.67498209635417,51.8225,67700.8125,27146.6875,732.3125
2.465394592285179,5.317204594612122,0.5346042887369792,51.8075,67488.8125,27268.875,0.0
2.988313293457054,5.511343836784363,0.0,36.925,56225.5625,27829.3125,0.0
3.492829895019554,5.83230459690094,0.0,22.4125,48053.5,31113.0625,0.0
3.7417999267578352,6.196587085723877,0.000236365397771175,27.707500000000003,50240.625,31509.5,16.5625
4.22492370605471,5.766673564910889,23.356795552571615,46.8675,59753.4375,26624.25,1056.5625
4.784974670410179,5.3310041427612305,37.14460584852431,53.375,58775.0625,22319.375,572.25
4.427117919921898,4.742009997367859,0.2313436041937934,57.6875,60048.0625,19938.0,0.0
3.8517013549804915,4.355496168136597,0.0,50.8825,50822.8125,17582.625,0.0
3.2476135253906477,4.0481032729148865,0.0,47.0875,43456.0,14294.8125,0.0
2.8572860717773665,3.563538432121277,0.000263489302661675,48.7275,43545.625,10779.4375,19.75
3.048280334472679,3.333304524421692,39.705930447048615,57.5475,53104.25,7612.5625,1857.5
3.6494613647461165,3.392360270023346,52.76164333767361,53.417500000000004,53686.9375,8079.0625,1005.125
3.335694885253929,3.095134735107422,0.41046983506944446,66.00750000000001,57312.1875,10511.0,0.0
3.1525512695312727,3.091992735862732,0.0,53.42,50713.375,10506.875,0.0
3.0159164428711165,3.111767530441284,0.0,47.0025,45690.375,11272.8125,0.0
3.027558898925804,3.1411361694335938,0.000244115077786975,61.5375,62040.875,10676.75,17.4375
3.4817291259765852,3.3400408029556274,35.964285617404514,72.135,71231.625,10368.8125,1600.9375
4.145120239257835,4.122714459896088,46.14244683159722,58.9325,71847.25,17918.3125,909.0
4.086816406250023,5.225138783454895,0.5401375664605035,46.085,72260.125,29687.3125,0.0
4.212442016601585,6.445652365684509,0.0,18.16,60117.6875,37033.1875,0.0
4.1718917846679915,7.218544363975525,0.0,15.395,52571.4375,37414.3125,0.0
4.142701721191429,7.820531368255615,0.000286738342709,36.295,66621.625,39035.375,21.75
4.4776168823242415,7.92698872089386,49.9903128390842,44.6025,74276.125,41910.0625,1993.3125
4.616914367675804,8.303045749664307,87.16974826388889,41.9575,73770.375,42095.25,1225.0
3.7625366210937727,8.037291407585144,1.0154102240668403,42.185,73556.375,41820.3125,0.0
2.9756866455078352,7.667837738990784,0.0,27.07,60876.125,38992.0,0.0
2.2460113525390852,7.438194274902344,0.0,8.7275,53509.25,35708.9375,0.0
1.6425720214843977,6.978744149208069,0.00052697860532335,39.315,67066.0625,34453.5625,18.75
1.5820709228515852,6.45491886138916,60.17721327039931,47.4875,75621.4375,33674.375,2030.625
1.7684112548828352,6.64451801776886,91.49130316840278,48.0775,74800.1875,33465.375,1086.9375
1.131509399414085,5.887700200080872,1.1932809787326388,54.324999999999996,74324.4375,30451.5625,0.0
0.7370773315429915,4.986351132392883,0.0,48.685,61311.3125,22178.0,0.0
0.3136230468750227,4.291632413864136,0.0,48.3725,53466.5,14268.5625,0.0
0.01685485839846025,3.743011474609375,0.000577351517147475,65.13499999999999,65479.0,9186.4375,22.0
0.25953063964846024,3.3841299414634705,64.20102688259549,79.83250000000001,73000.0,4932.3125,1701.125
0.768861389160179,3.3435415029525757,100.87200303819445,75.81,71835.875,3590.375,947.5625
0.15259704589846024,2.8645216822624207,1.2108340115017362,79.67,71758.9375,4477.6875,0.0
-0.37487640380857096,2.985544800758362,0.0,57.5525,60230.125,7076.875,0.0
-0.506742858886696,3.3710142374038696,0.0,45.5925,54248.0,11669.8125,0.0
-0.26719512939450846,3.892081379890442,0.000960960984230025,54.575,67806.0,16983.3125,19.3125
0.777619934082054,4.621548295021057,50.441134982638886,59.2475,76099.8125,20689.6875,798.75
1.9963623046875227,5.2878382205963135,64.15226833767362,45.865,73103.75,26031.875,470.3125
2.2913146972656477,5.386389374732971,0.6489508734809027,48.572500000000005,71583.6875,27229.3125,0.0
2.4949203491211165,5.071523427963257,0.0,45.5075,58668.1875,24618.875,0.0
2.793489074707054,4.9375293254852295,0.0,43.855000000000004,49082.0625,22206.375,0.0
3.0498748779297102,5.132288813591003,0.0006974716981252,41.415,52532.0,24348.6875,15.0
3.5438323974609602,5.627378463745117,31.71201409233941,43.9,63102.0,30320.5625,1101.875
4.1135421752929915,6.40009617805481,51.161701388888886,36.31,61734.5625,35958.0,568.8125
4.062158203125023,6.720677137374878,0.7998837619357639,42.1825,62469.75,36525.5,0.0
4.0670333862304915,6.38175094127655,0.0,31.175000000000004,52873.8125,33890.0,0.0
4.2440353393554915,5.9651641845703125,0.0,19.5425,45055.875,31168.1875,0.0
4.578820800781273,5.8338401317596436,0.00136006977823045,21.6575,45501.5,31956.25,20.875
5.283357238769554,6.520002365112305,23.511866658528646,27.305,57354.75,37993.3125,929.625
5.9640365600586165,7.616995215415955,30.750216200086808,2.035,58053.875,41143.3125,521.9375
6.1873641967773665,8.478583574295044,0.41168653700086805,15.37,60492.4375,43614.5625,0.0
5.72120056152346,8.262359619140625,0.0,-1.9275000000000002,54147.6875,41527.5625,0.0
4.580010986328148,7.721007943153381,0.0,-10.7675,48769.75,37643.1875,0.0
3.302613830566429,7.394177675247192,0.00156543638971115,35.0925,65119.6875,35944.0625,58.0625
2.7800231933593977,7.028576850891113,88.90916449652778,45.52,73416.1875,34952.375,3710.9375
2.6129699707031477,7.288849472999573,136.57177625868056,45.315,72696.875,36086.6875,2347.0625
1.648927307128929,6.543268918991089,2.1477167555110324,50.5775,72680.5,32430.0,0.0
1.3389984130859602,5.800460577011108,0.0,39.5075,60110.1875,30654.0625,0.0
1.4864669799804913,5.919171690940857,0.0,34.042500000000004,53346.0625,31242.125,0.0
1.9096313476562727,6.109734296798706,0.001875423855251725,47.89,66722.625,33605.6875,31.0625
2.9795166015625227,6.249796748161316,67.04947062174479,55.96,74376.1875,33814.375,2122.4375
4.33905944824221,6.793619632720947,81.35411349826389,52.265,73668.25,36507.875,1498.625
4.556672668457054,6.717156291007996,1.4920004013180734,45.8275,73069.75,38043.125,0.0
4.5096298217773665,6.228762984275818,0.0,35.214999999999996,60526.8125,35089.1875,0.0
4.250856018066429,5.761517882347107,0.0,31.8425,52509.25,31498.9375,0.0
